text,business_line,sentiment,section,processed,paragraph_id,paragraph,segment
"So, we've always maintained that it's always good to 
have frontier models.",Server products and cloud services,neutral,main,True,440,"So, we've always maintained that it's always good to 
have frontier models.",Intelligent Cloud
"You want to always build your application with high ambition using the 
best. model that is available and then optimize from there on.",Server products and cloud services,positive,main,True,441,"You want to always build your application with high ambition using the 
best. model that is availabl...",Intelligent Cloud
"So, that's also another side.",Server products and cloud services,neutral,main,True,442,"So, that's also another side.",Intelligent Cloud
"Like there's a temporality to it, right?",Server products and cloud services,neutral,main,True,443,"Like there's a temporality to it, right?",Intelligent Cloud
"What you start with as a given 
COGS profile doesn't need to be the end because you continuously optimize for latency and 
COGS and putting in different models.",Server products and cloud services,positive,main,True,444,"What you start with as a given 
COGS profile doesn't need to be the end because you continuously opt...",Intelligent Cloud
"And in fact, all that complexity, by the way, has to be 
managed by a new app server.",Server products and cloud services,neutral,main,True,445,"And in fact, all that complexity, by the way, has to be 
managed by a new app server.",Intelligent Cloud
"So, one of the things that we are investing heavily on is foundry 
because from an app developer perspective, you kind of want to keep pace with this flurry of 
models that are coming in, and you want to have an evergreen way for your application to 
benefit from all that innovation, but not have all the dev cost or the DevOps cost or what people 
talk about AIOps cost.",Server products and cloud services,positive,main,True,446,"So, one of the things that we are investing heavily on is foundry 
because from an app developer per...",Intelligent Cloud
"So, we are also investing significantly in all the app server for any workload to be able to benefit 
from all these different models, open source, close source, different weight classes, and at the 
same time, from an operations perspective, it's faster, easier for you.",Server products and cloud services,positive,main,True,447,"So, we are also investing significantly in all the app server for any workload to be able to benefit...",Intelligent Cloud
"Brad Reback -- Analyst 
Great.",Server products and cloud services,neutral,main,True,448,"Brad Reback -- Analyst 
Great.",Intelligent Cloud
Thank you.,Server products and cloud services,neutral,main,True,449,Thank you.,Intelligent Cloud
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brad.",Server products and cloud services,neutral,main,True,450,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brad.",Intelligent Cloud
"Operator, next question, please.",Server products and cloud services,neutral,main,True,451,"Operator, next question, please.",Intelligent Cloud
"Operator 
And the next question comes from the line of Brad Sills with Bank of America.",Server products and cloud services,neutral,main,True,452,"Operator 
And the next question comes from the line of Brad Sills with Bank of America.",Intelligent Cloud
Please proceed.,Server products and cloud services,neutral,main,True,453,Please proceed.,Intelligent Cloud
"Brad Sills -- Analyst 
Wonderful.",Server products and cloud services,neutral,main,True,454,"Brad Sills -- Analyst 
Wonderful.",Intelligent Cloud
Thank you so much.,Server products and cloud services,neutral,main,True,455,Thank you so much.,Intelligent Cloud
Great to hear about the strength you're seeing in Copilot.,Server products and cloud services,positive,main,True,456,Great to hear about the strength you're seeing in Copilot.,Intelligent Cloud
Would love to get some color as to where you're seeing that strength.,Server products and cloud services,neutral,main,True,457,Would love to get some color as to where you're seeing that strength.,Intelligent Cloud
"Is it departmental deals, customers moving from proof of concept to departmental deals, maybe 
multiple departmental deals in the enterprise?",Server products and cloud services,neutral,main,True,458,"Is it departmental deals, customers moving from proof of concept to departmental deals, maybe 
multi...",Intelligent Cloud
And you mentioned some uptick in usage trends.,Server products and cloud services,neutral,main,True,459,And you mentioned some uptick in usage trends.,Intelligent Cloud
"Would love to get some color on just the common use cases that you're seeing that give you 
that confidence that that will ramp into monetization later.",Server products and cloud services,neutral,main,True,460,"Would love to get some color on just the common use cases that you're seeing that give you 
that con...",Intelligent Cloud
Thank you.,Server products and cloud services,neutral,main,True,461,Thank you.,Intelligent Cloud
"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Office Commercial,neutral,main,True,462,"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Productivity and Business Processes
"I mean, I think the initial sort of set of seats were for places where there's more belief in 
immediate productivity, a sales team, in finance, or in supply chain where there is a lot of, like, 
for example, SharePoint grounded data that you want to be able to use in conjunction with web 
data and have it produce results that are beneficial.",Office Commercial,positive,main,True,463,"I mean, I think the initial sort of set of seats were for places where there's more belief in 
immed...",Productivity and Business Processes
"But then what's happening very much like 
what we have seen in these previous generation productivity things is that people collaborate 
across functions, across roles, right?",Office Commercial,positive,main,True,464,"But then what's happening very much like 
what we have seen in these previous generation productivit...",Productivity and Business Processes
"For example, even in my own daily habit, I go to chat.",Office Commercial,neutral,main,True,465,"For example, even in my own daily habit, I go to chat.",Productivity and Business Processes
"I use 
work tab and get results, and then I immediately share using pages with colleagues.",Office Commercial,neutral,main,True,466,"I use 
work tab and get results, and then I immediately share using pages with colleagues.",Productivity and Business Processes
I sort of call it think with AI and work with people.,Office Commercial,neutral,main,True,467,I sort of call it think with AI and work with people.,Productivity and Business Processes
"And that pattern then requires you to make it 
more of a standard issue across the enterprise.",Office Commercial,positive,main,True,468,"And that pattern then requires you to make it 
more of a standard issue across the enterprise.",Productivity and Business Processes
"And so, that's what we're seeing.",Office Commercial,neutral,main,True,469,"And so, that's what we're seeing.",Productivity and Business Processes
"It starts maybe 
at a departmental level.",Office Commercial,neutral,main,True,470,"It starts maybe 
at a departmental level.",Productivity and Business Processes
"Quickly, the collaboration network effects will effectively demand that you spread it across.",Office Commercial,positive,main,True,471,"Quickly, the collaboration network effects will effectively demand that you spread it across.",Productivity and Business Processes
"You 
can do it by cohort and what have you.",Office Commercial,neutral,main,True,472,"You 
can do it by cohort and what have you.",Productivity and Business Processes
"And so, what we've made it easier even is to start with 
Copilot Chat plus this.",Office Commercial,positive,main,True,473,"And so, what we've made it easier even is to start with 
Copilot Chat plus this.",Productivity and Business Processes
"And so, that gives the enterprise customers even more flexibility to have 
something that's more ubiquitous.",Office Commercial,positive,main,True,474,"And so, that gives the enterprise customers even more flexibility to have 
something that's more ubi...",Productivity and Business Processes
"Brad Sills -- Analyst 
Wonderful.",Office Commercial,neutral,main,True,475,"Brad Sills -- Analyst 
Wonderful.",Productivity and Business Processes
Thank you so much.,Office Commercial,neutral,main,True,476,Thank you so much.,Productivity and Business Processes
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brad.",Office Commercial,neutral,main,True,477,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brad.",Productivity and Business Processes
"Operator, we have time for one last question.",Office Commercial,neutral,main,True,478,"Operator, we have time for one last question.",Productivity and Business Processes
"Operator 
And the last question will come from the line of Brent Bracelin with Piper Sandler.",Office Commercial,neutral,main,True,479,"Operator 
And the last question will come from the line of Brent Bracelin with Piper Sandler.",Productivity and Business Processes
"Please 
proceed.",Office Commercial,neutral,main,True,480,"Please 
proceed.",Productivity and Business Processes
"Brent Bracelin -- Analyst 
Thank you for taking the question here.",Office Commercial,neutral,main,True,481,"Brent Bracelin -- Analyst 
Thank you for taking the question here.",Productivity and Business Processes
Good afternoon.,Office Commercial,neutral,main,True,482,Good afternoon.,Productivity and Business Processes
"I wanted to go back to commercial 
bookings.",Office Commercial,neutral,main,True,483,"I wanted to go back to commercial 
bookings.",Productivity and Business Processes
"Commercial RPO, I think, increased $39 billion sequentially.",Office Commercial,positive,main,True,484,"Commercial RPO, I think, increased $39 billion sequentially.",Productivity and Business Processes
"That's the most we've ever seen on a sequential basis, commercial bookings growth, 75% 
constant currency.",Office Commercial,positive,main,True,485,"That's the most we've ever seen on a sequential basis, commercial bookings growth, 75% 
constant cur...",Productivity and Business Processes
That's 2x higher than we've seen in the last decade.,Office Commercial,positive,main,True,486,That's 2x higher than we've seen in the last decade.,Productivity and Business Processes
"I appreciate there's 
some volatility with this metric, but it does feel like this quarter, there was a bit of a sea change 
relative to momentum on backlog and bookings.",Office Commercial,positive,main,True,487,"I appreciate there's 
some volatility with this metric, but it does feel like this quarter, there wa...",Productivity and Business Processes
"Can you just talk about maybe the breadth of 
where that strength came from?",Office Commercial,neutral,main,True,488,"Can you just talk about maybe the breadth of 
where that strength came from?",Productivity and Business Processes
Was it broad-based?,Office Commercial,neutral,main,True,489,Was it broad-based?,Productivity and Business Processes
Was there a couple of large deals?,Office Commercial,neutral,main,True,490,Was there a couple of large deals?,Productivity and Business Processes
"Any 
color there would be helpful.",Office Commercial,neutral,main,True,491,"Any 
color there would be helpful.",Productivity and Business Processes
Thanks.,Office Commercial,neutral,main,True,492,Thanks.,Productivity and Business Processes
Amy E.,Office Commercial,neutral,main,True,493,Amy E.,Productivity and Business Processes
"Hood -- Executive Vice President, Chief Financial Officer 
Thanks, Brent.",Office Commercial,neutral,main,True,494,"Hood -- Executive Vice President, Chief Financial Officer 
Thanks, Brent.",Productivity and Business Processes
It's a great question.,Office Commercial,neutral,main,True,495,It's a great question.,Productivity and Business Processes
"We talked a little bit about one of the main drivers, which 
was one of the Azure commitments that OpenAI has made.",Server products and cloud services,neutral,main,True,496,"We talked a little bit about one of the main drivers, which 
was one of the Azure commitments that O...",Intelligent Cloud
"And I do want to say, while that is 
obviously a big component, you'll continue to see OpenAI make commitments.",Server products and cloud services,neutral,main,True,497,"And I do want to say, while that is 
obviously a big component, you'll continue to see OpenAI make c...",Intelligent Cloud
"So, I don't -- I want to separate the concept that it's one-time versus an ongoing relationship that 
will grow as they grow, which it absolutely will.",Server products and cloud services,positive,main,True,498,"So, I don't -- I want to separate the concept that it's one-time versus an ongoing relationship that...",Intelligent Cloud
"And to your question on what else is participating 
in that number.",Server products and cloud services,neutral,main,True,499,"And to your question on what else is participating 
in that number.",Intelligent Cloud
"First, we did have very good core motions.",Server products and cloud services,positive,main,True,500,"First, we did have very good core motions.",Intelligent Cloud
"Our core motions are things like, to 
your point, renewals of our existing contracts, add-ons to those contracts, upsells, like, for 
example, Copilot or GitHub Copilot or other processes.",Server products and cloud services,neutral,main,True,501,"Our core motions are things like, to 
your point, renewals of our existing contracts, add-ons to tho...",Intelligent Cloud
And I think that's important.,Server products and cloud services,neutral,main,True,502,And I think that's important.,Intelligent Cloud
"We also had a good E5 quarter, which when we talk a lot about 
M365 Copilot, I sometimes forget to also talk about Suite momentum, and we saw that as well 
this quarter, which we felt very good about.",Server products and cloud services,positive,main,True,503,"We also had a good E5 quarter, which when we talk a lot about 
M365 Copilot, I sometimes forget to a...",Intelligent Cloud
"And then the final component is large Azure 
commitments.",Server products and cloud services,neutral,main,True,504,"And then the final component is large Azure 
commitments.",Intelligent Cloud
"And those really did look as we expected, which is good.",Server products and cloud services,positive,main,True,505,"And those really did look as we expected, which is good.",Intelligent Cloud
"To your point, and that you're seeing a really broad-based growth.",Server products and cloud services,positive,main,True,506,"To your point, and that you're seeing a really broad-based growth.",Intelligent Cloud
"Those Azure commitments 
take two forms.",Server products and cloud services,neutral,main,True,507,"Those Azure commitments 
take two forms.",Intelligent Cloud
"One, it's existing customers who've worked through their commitments and are 
making larger commitments, which is a good commitment signed for the platform.",Server products and cloud services,positive,main,True,508,"One, it's existing customers who've worked through their commitments and are 
making larger commitme...",Intelligent Cloud
"And then you 
have new customers making commitments, and we also saw that this quarter.",Server products and cloud services,positive,main,True,509,"And then you 
have new customers making commitments, and we also saw that this quarter.",Intelligent Cloud
"And so, to your point, sometimes I think a big number that looks like this can make you think it's 
just one thing.",Server products and cloud services,neutral,main,True,510,"And so, to your point, sometimes I think a big number that looks like this can make you think it's 
...",Intelligent Cloud
I think you're right.,Server products and cloud services,neutral,main,True,511,I think you're right.,Intelligent Cloud
"Some of it was one thing, but a lot of it was good execution 
consistently across the workloads.",Server products and cloud services,positive,main,True,512,"Some of it was one thing, but a lot of it was good execution 
consistently across the workloads.",Intelligent Cloud
"Brent Bracelin -- Analyst 
Thank you.",Server products and cloud services,neutral,main,True,513,"Brent Bracelin -- Analyst 
Thank you.",Intelligent Cloud
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brent.",Server products and cloud services,neutral,main,True,514,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brent.",Intelligent Cloud
That wraps up the Q&A portion of today's earnings call.,Server products and cloud services,neutral,qa,True,515,That wraps up the Q&A portion of today's earnings call.,Intelligent Cloud
"Thank you for joining us 
today, and we look forward to speaking with all of you soon.",Server products and cloud services,neutral,main,True,516,"Thank you for joining us 
today, and we look forward to speaking with all of you soon.",Intelligent Cloud
